-0.076502	0.501612	0.861704	0.000000	-0.881001	0.370681	-0.293994	0.000000	-0.466888	-0.781653	0.413563	0.000000	0.451412	1.355556	0.009829	1.000000	
-0.021508	0.562894	0.826249	0.000000	-0.892710	0.361269	-0.269357	0.000000	-0.450118	-0.743394	0.494731	0.000000	0.465270	1.350839	-0.021118	1.000000	
0.020093	0.599464	0.800150	0.000000	-0.916889	0.330145	-0.224316	0.000000	-0.398635	-0.729142	0.556275	0.000000	0.475816	1.366477	-0.058111	1.000000	
-0.162188	0.514179	0.842208	0.000000	-0.943109	0.170274	-0.285574	0.000000	-0.290243	-0.840611	0.457311	0.000000	0.484366	1.461573	-0.036874	1.000000	
-0.277134	0.412939	0.867570	0.000000	-0.914272	0.164333	-0.370271	0.000000	-0.295470	-0.895810	0.331996	0.000000	0.474197	1.479422	0.019022	1.000000	
-0.380987	0.337138	0.860922	0.000000	-0.870299	0.183586	-0.457029	0.000000	-0.312135	-0.923382	0.223467	0.000000	0.457325	1.482412	0.076088	1.000000	
-0.461712	0.295213	0.836463	0.000000	-0.812487	0.237637	-0.532347	0.000000	-0.355930	-0.925407	0.130137	0.000000	0.438141	1.458392	0.123798	1.000000	
-0.511535	0.292657	0.807888	0.000000	-0.737450	0.333043	-0.587580	0.000000	-0.441021	-0.896345	0.045457	0.000000	0.422073	1.399460	0.155869	1.000000	
-0.445739	0.355125	0.821707	0.000000	-0.679029	0.464004	-0.568876	0.000000	-0.583297	-0.811533	0.034316	0.000000	0.423537	1.322786	0.148807	1.000000	
-0.330612	0.411942	0.849117	0.000000	-0.657458	0.544949	-0.520365	0.000000	-0.677085	-0.730298	0.090668	0.000000	0.434452	1.265239	0.116380	1.000000	
-0.171145	0.441295	0.880891	0.000000	-0.668856	0.604445	-0.432755	0.000000	-0.723423	-0.663253	0.191715	0.000000	0.453470	1.225425	0.063301	1.000000	
0.039636	0.479313	0.876749	0.000000	-0.703448	0.636541	-0.316191	0.000000	-0.709641	-0.604215	0.362402	0.000000	0.474877	1.198372	-0.016099	1.000000	
0.189440	0.505492	0.841778	0.000000	-0.750335	0.627497	-0.207954	0.000000	-0.633332	-0.592221	0.498161	0.000000	0.493765	1.202832	-0.090195	1.000000	
0.250678	0.480049	0.840662	0.000000	-0.818308	0.569052	-0.080938	0.000000	-0.517235	-0.667632	0.535477	0.000000	0.509892	1.255749	-0.147266	1.000000	
0.231813	0.398910	0.887205	0.000000	-0.891888	0.451251	0.030142	0.000000	-0.388329	-0.798275	0.460389	0.000000	0.525686	1.347571	-0.176524	1.000000	
0.172435	0.288318	0.941881	0.000000	-0.941608	0.328992	0.071678	0.000000	-0.289205	-0.899243	0.328212	0.000000	0.529487	1.430982	-0.167936	1.000000	
0.065775	0.106919	0.992090	0.000000	-0.971437	0.234040	0.039183	0.000000	-0.227999	-0.966330	0.119259	0.000000	0.529006	1.503470	-0.113786	1.000000	
-0.074356	0.015948	0.997104	0.000000	-0.975580	0.206060	-0.076047	0.000000	-0.206676	-0.978409	0.000237	0.000000	0.522667	1.533561	-0.045093	1.000000	
-0.312335	-0.036705	0.949262	0.000000	-0.935112	0.187932	-0.300412	0.000000	-0.167370	-0.981496	-0.093021	0.000000	0.505444	1.573332	0.057910	1.000000	
-0.460892	-0.044105	0.886359	0.000000	-0.878768	0.162091	-0.448879	0.000000	-0.123873	-0.985790	-0.113465	0.000000	0.489692	1.614400	0.119129	1.000000	
-0.586567	-0.031659	0.809282	0.000000	-0.807812	0.094593	-0.581801	0.000000	-0.058133	-0.995013	-0.081059	0.000000	0.464495	1.683388	0.151308	1.000000	
-0.623937	-0.011562	0.781389	0.000000	-0.780848	-0.030803	-0.623961	0.000000	0.031284	-0.999459	0.010191	0.000000	0.433282	1.754120	0.142870	1.000000	
-0.629395	0.071582	0.773782	0.000000	-0.772836	-0.161652	-0.613671	0.000000	0.081156	-0.984248	0.157065	0.000000	0.418857	1.804241	0.096028	1.000000	
-0.603589	0.175748	0.777684	0.000000	-0.789536	-0.267509	-0.552333	0.000000	0.110966	-0.947392	0.300225	0.000000	0.419660	1.829276	0.033442	1.000000	
-0.569412	0.293739	0.767780	0.000000	-0.819641	-0.274350	-0.502912	0.000000	0.062916	-0.915669	0.396979	0.000000	0.443775	1.801157	-0.018862	1.000000	
-0.535729	0.358166	0.764664	0.000000	-0.843660	-0.189392	-0.502363	0.000000	-0.035108	-0.914247	0.403633	0.000000	0.474272	1.751909	-0.016961	1.000000	
-0.529091	0.379053	0.759197	0.000000	-0.841525	-0.119377	-0.526863	0.000000	-0.109079	-0.917642	0.382144	0.000000	0.490693	1.697404	0.005845	1.000000	
-0.507394	0.402016	0.762190	0.000000	-0.835623	-0.013540	-0.549137	0.000000	-0.210441	-0.915532	0.342804	0.000000	0.504395	1.633277	0.030829	1.000000	
-0.478023	0.385282	0.789336	0.000000	-0.828757	0.099841	-0.550630	0.000000	-0.290956	-0.917382	0.271579	0.000000	0.516854	1.570189	0.055433	1.000000	
-0.446591	0.362612	0.817966	0.000000	-0.823665	0.190460	-0.534135	0.000000	-0.349473	-0.912270	0.213614	0.000000	0.511051	1.524118	0.060020	1.000000	
-0.431138	0.359438	0.827601	0.000000	-0.795120	0.282213	-0.536786	0.000000	-0.426502	-0.889472	0.164123	0.000000	0.498955	1.473035	0.050385	1.000000	
-0.373951	0.360743	0.854415	0.000000	-0.777274	0.380690	-0.500919	0.000000	-0.505971	-0.851434	0.138036	0.000000	0.482754	1.411138	0.036500	1.000000	
-0.308009	0.364594	0.878750	0.000000	-0.755151	0.468130	-0.458913	0.000000	-0.578686	-0.804938	0.131136	0.000000	0.441800	1.343014	0.021453	1.000000	
-0.231917	0.343372	0.910115	0.000000	-0.731655	0.554980	-0.395826	0.000000	-0.641012	-0.757689	0.122521	0.000000	0.411183	1.290246	0.003202	1.000000	
-0.186393	0.341535	0.921201	0.000000	-0.657436	0.653411	-0.375276	0.000000	-0.730093	-0.675579	0.102746	0.000000	0.397058	1.224378	-0.021834	1.000000	
-0.212741	0.318875	0.923613	0.000000	-0.550144	0.742098	-0.382925	0.000000	-0.807516	-0.589584	0.017553	0.000000	0.383402	1.154048	-0.030824	1.000000	
